Start_X,Start_Y,Vector_X,Vector_Y
483.00735,138.69228,-0.05291748,0.04232788
486.98083,148.59145,1.1476746,-0.010925293
494.84695,143.43872,0.42391968,0.022659302
487.7489,131.9796,0.99560547,-0.021224976
481.67264,131.05594,0.8855591,-0.05895996
482.95444,138.7346,1.5304871,-0.08085632
488.1285,148.58052,-0.23208618,0.13320923
495.27087,143.46138,-0.055725098,0.14646912
488.7445,131.95837,-0.13214111,0.17144775
482.5582,130.99698,0.068237305,0.14001465
484.48492,138.65375,-0.22576904,0.13925171
487.89642,148.71373,-0.21652222,-0.20599365
495.21515,143.60785,0.54522705,-0.070129395
488.61237,132.12982,0.29190063,-0.04751587
482.62643,131.137,0.046661377,-0.12345886
484.25916,138.793,-0.3665161,-0.13658142
487.6799,148.50774,-0.21759033,0.039794922
495.76038,143.53772,-0.4494934,0.061447144
488.90427,132.0823,-0.42453003,-0.060806274
482.6731,131.01353,-0.32574463,0.014053345
483.89264,138.65642,0.12271118,0.070236206
487.4623,148.54753,0.48449707,-0.016540527
495.31088,143.59917,-0.0014038086,-0.06976318
488.47974,132.0215,0.100097656,0.089538574
482.34735,131.02759,0.06604004,0.10092163
484.01535,138.72665,-0.14205933,0.022277832
487.9468,148.53099,-0.5414429,0.00843811
495.30948,143.5294,0.22970581,0.0099487305
488.57983,132.11104,0.14215088,-0.005783081
482.4134,131.12851,-0.13796997,-0.0043029785
483.8733,138.74893,0.21228027,-0.009292603
487.40536,148.53943,-0.024780273,-0.13476562
495.53918,143.53935,-0.22561646,-0.11808777
488.722,132.10526,-0.16989136,-0.008544922
482.27542,131.1242,-0.1210022,-0.050079346
484.08557,138.73964,-0.52563477,-0.0062713623
487.38058,148.40466,0.04623413,-0.06774902
495.31357,143.42126,-0.20037842,-0.09263611
488.5521,132.09671,-0.5449829,-0.0864563
482.15442,131.07413,-0.7183533,-0.04020691
483.55994,138.73337,-0.40899658,-0.03756714
487.42682,148.33691,0.3076172,0.15461731
495.1132,143.32863,-0.07168579,0.13752747
488.0071,132.01025,0.6711731,0.1109314
481.43607,131.03392,0.36032104,0.12687683
483.15094,138.6958,-0.88656616,0.04714966
487.73444,148.49153,0.058563232,0.06378174
495.0415,143.46616,0.16903687,-0.012252808
488.67828,132.12119,-0.34985352,-0.023971558
481.7964,131.1608,-0.36462402,-0.062149048
482.26437,138.74295,-0.0014038086,-0.0362854
487.793,148.55531,0.9118347,-0.036224365
495.21054,143.4539,0.49850464,0.09814453
488.32843,132.09721,0.29492188,0.023391724
481.43176,131.09865,0.35290527,0.08622742
482.26297,138.70667,-0.152771,0.08177185
488.70483,148.51909,-0.27142334,-0.061843872
495.70905,143.55205,-0.32260132,-0.10636902
488.62335,132.1206,-0.18041992,-0.06738281
481.78467,131.18488,-0.0013427734,-0.12686157
482.1102,138.78844,0.25463867,-0.1161499
488.4334,148.45724,0.04537964,-0.065826416
495.38644,143.44568,0.03591919,-0.039871216
488.44293,132.05322,0.30682373,0.014984131
481.78333,131.05801,0.6069336,0.058761597
482.36484,138.67229,0.10177612,0.08784485
488.4788,148.39142,-0.10916138,0.21282959
495.42236,143.4058,-0.0178833,0.18580627
488.74976,132.0682,-0.37512207,0.13841248
482.39026,131.11678,-0.49490356,0.10185242
482.4666,138.76013,-0.36206055,0.0789032
488.36963,148.60425,0.8874817,-0.07778931
495.40448,143.59161,-0.0047912598,-0.104141235
488.37463,132.20662,0.041656494,-0.046783447
481.89536,131.21863,0.39730835,-0.07815552
482.10455,138.83904,0.29638672,-0.059631348
489.2571,148.52646,-0.18533325,0.20196533
495.3997,143.48747,0.27593994,0.1091156
488.4163,132.15984,-0.23553467,0.028274536
482.29266,131.14047,-0.38864136,0.029647827
482.40094,138.7794,-0.47003174,0.058044434
489.07178,148.72842,0.3647461,-0.18586731
495.67563,143.59659,-0.12084961,-0.027801514
488.18076,132.18811,0.15756226,-0.028198242
481.90402,131.17012,0.095825195,0.020462036
481.9309,138.83745,0.3991089,-0.0126953125
489.43652,148.54256,-0.17034912,-0.017669678
495.55478,143.56879,-0.26062012,-0.12756348
488.33832,132.15991,-0.12826538,-0.061294556
481.99985,131.19058,0.2744751,-0.051986694
482.33002,138.82475,-0.14447021,-0.065460205
489.26617,148.52489,0.21755981,-0.08055115
495.29416,143.44122,0.08276367,0.00970459
488.21005,132.09862,0.6246338,-0.07670593
482.27432,131.1386,0.5661621,-0.08418274
482.18555,138.7593,-0.20471191,-0.04774475
489.48373,148.44434,0.42001343,0.00982666
495.37692,143.45093,0.5348816,-0.03337097
488.8347,132.02191,0.1946106,0.085876465
482.84048,131.05441,0.10409546,0.071136475
481.98083,138.71155,0.29901123,0.08711243
489.90375,148.45416,-0.34936523,0.110198975
495.9118,143.41756,-0.23727417,0.1382904
489.0293,132.10779,0.64294434,0.07098389
482.94458,131.12555,0.41210938,-0.0037231445
482.27985,138.79866,-0.019714355,-0.031433105
489.55438,148.56436,-0.022521973,0.0289917
495.67453,143.55585,0.09063721,0.026367188
489.67224,132.17877,0.35913086,-0.0113220215
483.3567,131.12183,0.6385193,0.09945679
482.26013,138.76723,0.039978027,0.16004944
489.53186,148.59335,-0.41644287,-0.12138367
495.76517,143.58221,-0.4154358,-0.11174011
490.03137,132.16745,-0.30981445,-0.02947998
483.9952,131.22128,0.09689331,-0.08755493
482.3001,138.92728,0.115478516,-0.1522522
489.11542,148.47197,-0.02053833,0.061920166
495.34973,143.47047,0.09799194,0.11834717
489.72156,132.13797,0.04525757,-0.04916382
484.0921,131.13373,-0.037109375,-0.037475586
482.4156,138.77502,0.07318115,0.053588867
489.09488,148.53389,-0.049102783,-0.15141296
495.44772,143.58882,-0.11880493,0.011352539
489.7668,132.0888,-0.16885376,0.021575928
484.055,131.09625,-0.27670288,0.012008667
482.48877,138.82861,-0.04901123,-0.040664673
489.04578,148.38248,-0.64611816,0.17687988
495.32892,143.60017,-0.11193848,-0.025177002
489.59796,132.11038,-0.3088684,0.06159973
483.7783,131.10826,-0.43881226,0.0940094
482.43976,138.78795,-0.51400757,0.16873169
488.39966,148.55936,-0.5128174,-0.11766052
495.21698,143.575,0.18292236,-0.044815063
489.2891,132.17198,0.22619629,-0.0057373047
483.33948,131.20227,0.09118652,0.019622803
481.92575,138.95668,0.06951904,-0.060424805
487.88684,148.4417,0.008911133,-0.07383728
495.3999,143.53018,0.031799316,-0.057632446
489.5153,132.16624,0.30838013,-0.056900024
483.43066,131.2219,0.26184082,-0.1239624
481.99527,138.89626,0.39691162,-0.10612488
487.89575,148.36786,0.22024536,0.08442688
495.4317,143.47255,0.09371948,0.022903442
489.82367,132.10934,0.21759033,0.042526245
483.6925,131.09793,-0.13412476,0.11743164
482.39218,138.79013,-0.013793945,0.076553345
488.116,148.45229,-0.31356812,-0.16499329
495.52542,143.49545,-0.18313599,0.059326172
490.04126,132.15187,-0.43850708,-0.06794739
483.55838,131.21536,-0.22314453,-0.16253662
482.3784,138.86668,-0.14169312,-0.099731445
487.80243,148.2873,0.7187195,0.035079956
495.3423,143.55478,0.78744507,-0.03062439
489.60275,132.08392,0.4444275,0.035125732
483.33524,131.05283,0.4373474,0.0960083
482.2367,138.76695,0.6272888,0.09350586
488.52115,148.32237,0.13201904,0.19393921
496.12973,143.52415,0.21279907,0.16036987
490.04718,132.11905,1.0593567,0.025878906
483.77258,131.14883,-0.018585205,-0.049438477
482.86398,138.86046,0.19915771,-0.032073975
488.65317,148.51631,0.037872314,0.18489075
496.34253,143.68452,-0.15579224,0.056381226
491.10654,132.14493,-0.34347534,0.04283142
483.754,131.0994,0.15737915,0.05303955
483.06314,138.82838,0.06945801,0.0816803
488.69104,148.7012,-0.45022583,0.059936523
496.18674,143.7409,-0.60653687,-0.0022277832
490.76306,132.18776,-0.30307007,-0.024765015
483.91138,131.15244,-0.54345703,0.03390503
483.1326,138.91006,-0.6169739,0.0007171631
488.2408,148.76114,0.033477783,-0.06478882
495.5802,143.73868,0.22372437,-0.0121154785
490.46,132.163,0.3751526,0.012191772
483.36792,131.18634,0.17697144,-0.025299072
482.51562,138.91078,0.20025635,0.0056152344
488.2743,148.69635,-0.18695068,-0.11642456
495.80392,143.72656,-0.50891113,-0.011962891
490.83514,132.17519,0.05621338,-0.10838318
483.5449,131.16104,-0.123046875,-0.07749939
482.71588,138.9164,-0.240448,-0.02659607
488.08734,148.57993,-0.07369995,-0.13014221
495.295,143.7146,0.044281006,-0.01826477
490.89136,132.0668,0.10580444,0.07543945
483.42184,131.08354,0.1081543,0.0077056885
482.47543,138.8898,0.30075073,-0.051330566
488.01364,148.44978,0.28375244,0.14660645
495.3393,143.69633,-0.15615845,0.0067443848
490.99716,132.14224,0.15808105,0.10421753
483.53,131.09125,0.37078857,0.16610718
482.77618,138.83847,0.48620605,0.15460205
488.2974,148.59639,-0.031555176,0.050598145
495.18314,143.70308,0.019134521,0.036376953
491.15524,132.24646,-0.40716553,-0.015930176
483.9008,131.25735,-0.34957886,0.009094238
483.2624,138.99307,-0.0642395,-0.0004272461
488.26584,148.64699,0.13827515,-0.079452515
495.20227,143.73946,0.12896729,-0.11378479
490.74808,132.23053,0.022857666,-0.038757324
483.5512,131.26645,0.3576355,-0.121917725
483.19815,138.99265,0.044921875,-0.12322998
488.4041,148.56754,-0.33865356,0.16140747
495.33124,143.62567,-0.30059814,0.07070923
490.77094,132.19177,-0.056610107,0.04083252
483.90884,131.14453,-0.05834961,-0.012557983
483.24307,138.86942,-0.27444458,-0.04437256
488.06546,148.72894,0.5106201,0.008285522
495.03064,143.69638,0.3065796,0.0030670166
490.71432,132.2326,0.50164795,0.010498047
483.8505,131.13197,0.5029907,0.0717926
482.96863,138.82504,0.44534302,0.109573364
488.57608,148.73723,-0.037506104,-0.070632935
495.33722,143.69945,0.017486572,-0.09240723
491.21597,132.2431,0.030944824,-0.03567505
484.3535,131.20377,-0.34436035,-0.055358887
483.41397,138.93462,-0.21844482,-0.05996704
488.53857,148.6666,0.25338745,0.055847168
495.3547,143.60704,0.018829346,0.03981018
491.24692,132.20743,0.2819214,-0.007873535
484.00912,131.1484,0.19448853,-0.02279663
483.19553,138.87465,0.17404175,0.0020599365
488.79196,148.72244,0.36993408,0.11262512
495.37354,143.64685,0.19802856,0.08982849
491.52884,132.19955,-0.20767212,-0.09751892
484.2036,131.12561,-0.13739014,-0.1685791
483.36957,138.87671,0.3303833,-0.110946655
489.1619,148.83507,0.058502197,-0.060058594
495.57156,143.73668,0.007598877,0.1131134
491.32117,132.10204,-0.023498535,0.07835388
484.06622,130.95703,-0.21386719,0.07720947
483.69995,138.76576,-0.20169067,0.0844574
489.2204,148.77501,0.9717102,-0.0061950684
495.57916,143.8498,0.29421997,-0.033355713
491.29767,132.18039,0.20831299,-0.021499634
483.85236,131.03424,0.020324707,-0.0184021
483.49826,138.85022,0.2437439,-0.002243042
490.1921,148.76881,-1.997345,0.053344727
495.87338,143.81644,0.32870483,0.13154602
491.50598,132.15889,-1.0476685,-0.0622406
483.87268,131.01584,-0.25320435,-0.061828613
483.742,138.84798,-0.43081665,-0.08848572
488.19476,148.82216,0.34448242,0.1796112
496.2021,143.94798,0.06277466,0.13449097
490.4583,132.09665,0.3201294,0.13618469
483.61948,130.95401,0.5416565,0.16540527
483.3112,138.75949,0.90838623,0.24900818
488.53925,149.00177,0.2919922,-0.27565002
496.26486,144.08247,0.3515625,-0.16047668
490.77844,132.23283,0.7564392,-0.124313354
484.16113,131.11942,0.42071533,-0.13876343
484.21957,139.0085,0.036621094,-0.19358826
488.83124,148.72612,0.021606445,0.18180847
496.61642,143.922,-0.2477417,0.18577576
491.53488,132.10852,-0.3434143,0.047302246
484.58185,130.98065,-0.30664062,0.02545166
484.2562,138.81491,-0.09991455,0.008224487
488.85284,148.90793,0.15878296,-0.048843384
496.36868,144.10777,-0.020080566,-0.109558105
491.19147,132.15582,-0.15615845,-0.10696411
484.2752,131.0061,-0.5285034,-0.095062256
484.15628,138.82314,0.6231079,-0.012283325
489.01163,148.85909,-0.06222534,0.22247314
496.3486,143.99821,0.0006713867,0.05722046
491.0353,132.04886,0.32028198,0.14689636
483.7467,130.91104,0.06726074,0.13859558
484.7794,138.81085,-0.097076416,0.13716125
488.9494,149.08156,1.2026978,0.16169739
496.34927,144.05544,0.29333496,0.040023804
491.3556,132.19576,0.16778564,0.049942017
483.81396,131.04964,0.2886963,0.07829285
484.6823,138.94801,0.5842285,0.036987305
490.1521,149.24326,-0.612854,-0.015640259
496.6426,144.09546,-0.15618896,0.02293396
491.52338,132.2457,0.1015625,-0.0953064
484.10266,131.12793,-0.022064209,-0.036376953
485.26654,138.985,-0.03378296,-0.02709961
489.53925,149.22762,-0.23654175,0.07267761
496.48642,144.1184,-0.07675171,0.10914612
491.62494,132.15039,0.00021362305,0.041137695
484.0806,131.09155,0.08795166,0.07498169
485.23276,138.9579,-0.104766846,0.118270874
489.3027,149.3003,0.37686157,0.08049011
496.40967,144.22754,0.071380615,0.033569336
491.62515,132.19153,-0.13659668,-0.04522705
484.16855,131.16653,-0.039154053,-0.062332153
485.128,139.07617,-0.27923584,-0.11769104
489.67957,149.38078,-1.0238037,-0.10510254
496.48105,144.26111,-0.29244995,-0.090927124
491.48856,132.1463,0.5810852,0.024658203
484.1294,131.1042,0.664917,0.086517334
484.84875,138.95848,0.5462036,0.04017639
488.65576,149.27568,-0.022735596,0.13180542
496.1886,144.17018,0.002532959,0.0031738281
492.06964,132.17096,-0.4607544,-0.0063476562
484.7943,131.19072,-0.27175903,0.06959534
485.39496,138.99866,-0.46032715,0.06813049
488.63303,149.40749,0.09588623,-0.23187256
496.19113,144.17336,0.20028687,-0.26940918
491.6089,132.16461,0.5365906,-0.12820435
484.52255,131.26031,0.4671631,-0.2588501
484.93463,139.06679,0.4392395,-0.2765808
488.7289,149.17561,0.37496948,0.30195618
496.39142,143.90395,0.21340942,0.224823
492.14548,132.0364,0.41879272,0.054840088
484.98972,131.00146,0.5496521,0.106781006
485.37387,138.7902,0.28219604,0.18101501
489.10388,149.47757,-0.043640137,-0.04737854
496.60483,144.12877,0.043945312,-0.044128418
492.56427,132.09125,-0.1652832,0.024536133
485.53937,131.10825,-0.2048645,0.044921875
485.65607,138.97122,0.90444946,0.12176514
489.06024,149.43019,-0.11312866,0.0010375977
496.64877,144.08464,-0.17440796,0.0005187988
492.399,132.11578,0.22610474,0.0546875
485.3345,131.15317,0.07720947,-0.001373291
486.56052,139.09299,-0.011016846,-0.03425598
488.9471,149.43123,0.36672974,-0.032196045
496.47437,144.08516,0.038970947,-0.00012207031
492.6251,132.17047,0.41210938,-0.09701538
485.4117,131.1518,0.34368896,-0.08502197
486.5495,139.05873,0.7007446,-0.11810303
